model,text,text_hash,predicted_label,predicted_score,all_labels,all_scores,status
facebook_bart,CX COLON AND RECTUM,3f9101672b4032ace2250ad8c47a448f,critical,0.459314227104187,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.459314227104187, 0.195596382021904, 0.17152699828147888, 0.10919223725795746, 0.06437013298273087]",success
facebook_bart,LAPAROSCOPIC TUBAL LIGATION,03d702d9ab3688ee14e5c4fa01a83344,critical,0.2975549101829529,"['critical', 'high severity', 'medium severity', 'low severity', 'moderate severity']","[0.2975549101829529, 0.2690165042877197, 0.19658206403255463, 0.1286918669939041, 0.10815460979938507]",success
facebook_bart,INGUINAL HERNIORRHAPHY BY LAP,8b570ea2bff9123dc899c932c6dd3054,high severity,0.4649306535720825,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.4649306535720825, 0.2126743346452713, 0.15174420177936554, 0.08574825525283813, 0.08490258455276489]",success
facebook_bart,OTS/TENOSINOVECTOMY MATERIAL EXTRACTION,f1f45e288dd4a0ce16fd81c3c9d5e5f4,critical,0.3707738220691681,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.3707738220691681, 0.22798505425453186, 0.20973221957683563, 0.12200528383255005, 0.06950369477272034]",success
facebook_bart,RELEASE/FLAPS,f98ff0d1a4ec087a9d5ede6f84a331ad,critical,0.3137648403644562,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.3137648403644562, 0.21218693256378174, 0.19906026124954224, 0.1875554323196411, 0.08743251115083694]",success
facebook_bart,KIDNEY TRANSPLANTATION,8c9cb64a09e2d9b075cf21576273efa4,critical,0.4826492965221405,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.4826492965221405, 0.15777058899402618, 0.15687647461891174, 0.11578025668859482, 0.08692338317632675]",success
facebook_bart,NEPHRECTOMY,39373cae73c23938a2b67e1bb20c6ec2,critical,0.2894621789455414,"['critical', 'high severity', 'medium severity', 'low severity', 'moderate severity']","[0.2894621789455414, 0.20485801994800568, 0.18973886966705322, 0.17137140035629272, 0.1445695459842682]",success
facebook_bart,REDUCTION AND OTS OF SCAPHHOID,55c0d67a350def5a99684d35640b1a09,low severity,0.27435529232025146,"['low severity', 'critical', 'medium severity', 'moderate severity', 'high severity']","[0.27435529232025146, 0.2742299735546112, 0.21299143135547638, 0.17569704353809357, 0.06272628158330917]",success
facebook_bart,ORCHIDOPEXY BY LAPAROSCOPY,2297a537e06ca5c980115b2ea8672818,high severity,0.35089319944381714,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.35089319944381714, 0.31325823068618774, 0.17324130237102509, 0.08482485264539719, 0.0777822956442833]",success
facebook_bart,UMBILACAL HERNIORRHAPHY,8bc30a958ffd24f577c33e6e2abfed59,medium severity,0.38812172412872314,"['medium severity', 'moderate severity', 'high severity', 'critical', 'low severity']","[0.38812172412872314, 0.3858763873577118, 0.18121254444122314, 0.027712300419807434, 0.01707703061401844]",success
facebook_bart,FEMUR HEMIEPIPYPHYSIODESIS,dc4feac06b3d297638791f267dd2aae2,high severity,0.3426017165184021,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.3426017165184021, 0.29203394055366516, 0.16658636927604675, 0.13778074085712433, 0.06099719926714897]",success
facebook_bart,CORRECTION,19369f41e70dbacbc6bbbb6f017c7542,critical,0.3593132197856903,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.3593132197856903, 0.2077145129442215, 0.18202170729637146, 0.17277704179286957, 0.07817350327968597]",success
facebook_bart,LAPAROSCOPIC HSTERECTOMY,7faef4c29b0d5396e639a08ba22ac985,high severity,0.7145065069198608,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.7145065069198608, 0.13171936571598053, 0.064615897834301, 0.054235123097896576, 0.03492303565144539]",success
facebook_bart,GYNECOLOGICAL LAPAROSCOPY,dddc69bfeadfb1ab38ad34b38fb803b9,critical,0.32738563418388367,"['critical', 'medium severity', 'high severity', 'low severity', 'moderate severity']","[0.32738563418388367, 0.20384813845157623, 0.17938172817230225, 0.15341779589653015, 0.1359667032957077]",success
facebook_bart,TOTAL COLONOSCOPY,6a10cbe9574171079922393fb0a03626,high severity,0.7457231879234314,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.7457231879234314, 0.20528654754161835, 0.021414119750261307, 0.017833225429058075, 0.009742931462824345]",success
facebook_bart,OSTEOCHONDROMAS RESECTION,abb218a1d531076bac998dcd751c0746,critical,0.38289162516593933,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.38289162516593933, 0.19272246956825256, 0.16918526589870453, 0.16349177062511444, 0.09170883893966675]",success
facebook_bart,MAMMOPLASTY,89bd1afb2b57417cdb4c26033f88b1d6,high severity,0.40795713663101196,"['high severity', 'medium severity', 'critical', 'moderate severity', 'low severity']","[0.40795713663101196, 0.38918882608413696, 0.10622513294219971, 0.05580347403883934, 0.0408254899084568]",success
facebook_bart,QUADRICEPLASTY,69764a8fb0137ec56073685e3e59cc97,high severity,0.3325131833553314,"['high severity', 'moderate severity', 'low severity', 'medium severity', 'critical']","[0.3325131833553314, 0.24962995946407318, 0.19610773026943207, 0.14369775354862213, 0.07805126160383224]",success
facebook_bart,RESECTION,2966076e40ab9081e86787f326ebac59,critical,0.41501376032829285,"['critical', 'moderate severity', 'medium severity', 'low severity', 'high severity']","[0.41501376032829285, 0.19221895933151245, 0.1458093822002411, 0.12413296103477478, 0.12282490730285645]",success
facebook_bart,HYSTEROSCOPY,e19ad9de39b287392bf7f29d4ca718c7,high severity,0.8088722229003906,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.8088722229003906, 0.09019868075847626, 0.04857180267572403, 0.030630890280008316, 0.02172645926475525]",success
facebook_bart,H VALGUS CORRECTION,7ee69a01e9583974b2b16f73382ec3a0,high severity,0.6815470457077026,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.6815470457077026, 0.1371740847826004, 0.08433248102664948, 0.05347242206335068, 0.04347395524382591]",success
facebook_bart,CORRECTION OF VERTEBRAL COLUMN DEFORMITY.,744495b32a91428291bb96fd496435af,critical,0.5815941095352173,"['critical', 'medium severity', 'high severity', 'moderate severity', 'low severity']","[0.5815941095352173, 0.13881927728652954, 0.12798592448234558, 0.09379470348358154, 0.05780599266290665]",success
facebook_bart,LUMBOSACRAL SPINE MRI.,2397a5cdd055eba7f9e1bafbcbbf28dc,medium severity,0.21793809533119202,"['medium severity', 'low severity', 'moderate severity', 'high severity', 'critical']","[0.21793809533119202, 0.21613460779190063, 0.19461502134799957, 0.19026248157024384, 0.18104971945285797]",success
facebook_bart,QUADRANTECTOMY + VACIAMINEOT,556444a107955e5793043cc822eb9e1c,critical,0.3418053984642029,"['critical', 'moderate severity', 'high severity', 'medium severity', 'low severity']","[0.3418053984642029, 0.19611723721027374, 0.19183126091957092, 0.18238486349582672, 0.08786127716302872]",success
facebook_bart,EVENTRORRHAPHY WITH LAPAROSCOPIC MESH,2ff449de087effd864ddff79f7ae0013,high severity,0.6353859305381775,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.6353859305381775, 0.19785527884960175, 0.08402324467897415, 0.04426628723740578, 0.03846929594874382]",success
facebook_bart,GYNECOLOGICAL CURETAGE,003c29b0a1bf914e01bed1d8a9c226f2,critical,0.4365498721599579,"['critical', 'medium severity', 'moderate severity', 'low severity', 'high severity']","[0.4365498721599579, 0.17862753570079803, 0.16924665868282318, 0.13164132833480835, 0.08393456041812897]",success
facebook_bart,CAESAREAN SECTION,4992683e2e14db4e345939174c3952f1,high severity,0.5604979991912842,"['high severity', 'moderate severity', 'critical', 'medium severity', 'low severity']","[0.5604979991912842, 0.1236119195818901, 0.1226319894194603, 0.11506430804729462, 0.0781937912106514]",success
facebook_bart,LEFT PARTIAL NEPHRECTOMY BY LAPAROSCOPY.,eb21f5925ae44c2145795be488025697,critical,0.3785291016101837,"['critical', 'medium severity', 'high severity', 'moderate severity', 'low severity']","[0.3785291016101837, 0.19879552721977234, 0.19155281782150269, 0.14814600348472595, 0.08297651261091232]",success
facebook_bart,ARTHROSCOPY MENISCECTOMY,b325aa7edfc3922ccea02878f3e53d80,medium severity,0.25557559728622437,"['medium severity', 'high severity', 'moderate severity', 'critical', 'low severity']","[0.25557559728622437, 0.23704397678375244, 0.22728538513183594, 0.15435554087162018, 0.12573951482772827]",success
facebook_bart,RESECTION OF VOCAL CORD ELECTION.,50416e09878dbb09145ad877bad87d2c,critical,0.4413120746612549,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.4413120746612549, 0.20386044681072235, 0.17736221849918365, 0.10548710078001022, 0.0719781294465065]",success
facebook_bart,RESECTION,2966076e40ab9081e86787f326ebac59,critical,0.4150136411190033,"['critical', 'moderate severity', 'medium severity', 'low severity', 'high severity']","[0.4150136411190033, 0.19221919775009155, 0.1458093374967575, 0.12413293123245239, 0.12282487750053406]",success
facebook_bart,"CYSTOSCOPY, URETHRAL DILATION.",68fe90a19a5c9bafa878fdd420fe5036,high severity,0.5859300494194031,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.5859300494194031, 0.22062604129314423, 0.09805003553628922, 0.048072319477796555, 0.047321565449237823]",success
facebook_bart,ROILLA ARTHROSCOPY.,792e3d1eee36f648a0b9a880b1e29ce4,high severity,0.4992355406284332,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.4992355406284332, 0.27069807052612305, 0.12477855384349823, 0.05443344637751579, 0.050854407250881195]",success
facebook_bart,LEFT TONSILLECTOMY,655eeda314660555ec6549363eece156,high severity,0.4292975068092346,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.4292975068092346, 0.2782061696052551, 0.12896201014518738, 0.09205132722854614, 0.07148300856351852]",success
facebook_bart,CA CERVIX PROTOCOL,5b7c7e570601c7d694cb518fc4501fd3,high severity,0.3663462698459625,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.3663462698459625, 0.28257712721824646, 0.17270290851593018, 0.10438945889472961, 0.07398422062397003]",success
facebook_bart,TENOSYNOVECTOMY,b87cfa28c95cb2bd5d93c261210c4ecc,high severity,0.6514514088630676,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.6514514088630676, 0.1873174011707306, 0.06776108592748642, 0.050632573664188385, 0.042837485671043396]",success
facebook_bart,FISTULECTOMY,a5e656822edffc3f307e408ff0e932fb,high severity,0.3499847948551178,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.3499847948551178, 0.2614164650440216, 0.17150504887104034, 0.12668104469776154, 0.09041256457567215]",success
facebook_bart,HYSTERECTOMY,262f4c0d66b215a8f30218d5d9bd25c3,high severity,0.8398469090461731,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.8398469090461731, 0.08485740423202515, 0.035292480140924454, 0.02238672971725464, 0.01761649176478386]",success
facebook_bart,IMPLANTABLE CVC IMPLANT.,f93a98550de97805da463a36bb419ac3,critical,0.4665822684764862,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.4665822684764862, 0.15282128751277924, 0.13938520848751068, 0.1356590837240219, 0.10555212944746017]",success
facebook_bart,POSTERIOR LEFT EYE VITRECTOMY,21c2788ebba0cdc340e22cb023decf1e,critical,0.38694432377815247,"['critical', 'medium severity', 'high severity', 'moderate severity', 'low severity']","[0.38694432377815247, 0.2053290605545044, 0.16328510642051697, 0.15836907923221588, 0.08607245981693268]",success
facebook_bart,RIGHT KNEE ARTHRSCOPY,29949432dec7c4d78dac24a74a33ec27,critical,0.3601948916912079,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.3601948916912079, 0.2360842078924179, 0.20046761631965637, 0.11411935091018677, 0.08913396298885345]",success
facebook_bart,CYSTOSCOPY PLUS BIOPSIES,97d870db33b3f6dcf1efd2ac2ac50da4,high severity,0.32557618618011475,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.32557618618011475, 0.3213883638381958, 0.17178590595722198, 0.10855706036090851, 0.07269243896007538]",success
facebook_bart,"IQ: REPAIR OF HAMMER OR CLAW TOE WITH ARTHRODESIS OR ARTHROPLASTY (EACH ART) OPEN APPROACH, ...",50fbbbdd020e889fbbc0fbf11ae389a5,critical,0.48806074261665344,"['critical', 'medium severity', 'high severity', 'moderate severity', 'low severity']","[0.48806074261665344, 0.1635931432247162, 0.15294072031974792, 0.10614609718322754, 0.0892593190073967]",success
facebook_bart,"IQ: SUTURE OF THE BICIPITAL TENDON [TENODESIS] BY ENDOSCOPY, SUTURE OF THE ROTATOR Cuff VIA ENDOSCOPIC",22f64b3f276b56667b62ea29bf9cc9b7,critical,0.4456450939178467,"['critical', 'medium severity', 'high severity', 'moderate severity', 'low severity']","[0.4456450939178467, 0.18734942376613617, 0.1686936467885971, 0.10541223734617233, 0.0928996130824089]",success
facebook_bart,MRI BRAIN AND ORBITS,66ba89820b0791f0a21a073a60f8b40a,critical,0.3864479660987854,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.3864479660987854, 0.2059391885995865, 0.17846553027629852, 0.14227209985256195, 0.08687514811754227]",success
facebook_bart,CX HAND,fd0db45bd0458cbe5430b166c518f2c2,medium severity,0.33238616585731506,"['medium severity', 'critical', 'high severity', 'moderate severity', 'low severity']","[0.33238616585731506, 0.17777542769908905, 0.16999879479408264, 0.16807252168655396, 0.1517670452594757]",success
facebook_bart,IQ: SALPINGO-SALPINGOSTOMY BY LAPAROSCOPY,84d937a18eeded191aaeb9f37dde15f7,critical,0.3804651200771332,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.3804651200771332, 0.20881478488445282, 0.1740233451128006, 0.13128279149532318, 0.10541394352912903]",success
facebook_bart,"IQ: MOHS MICROGRAPHIC SURGERY BY SOD CUT + SPECIAL AREA BY FREEZING PLUS RECONSTRUCTION, ...",2d9a4e97de89cc2c7da888829bb29056,critical,0.32421115040779114,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.32421115040779114, 0.2783985435962677, 0.17909185588359833, 0.16751977801322937, 0.05077865719795227]",success
facebook_bart,"SYNECHIAE OF THE LAVIA MAJOR/VULVA, EVALUATION WILL BE CARRIED OUT UNDER ANESTHESIA PLUS CORRECTION OF SYNECHIAE",fc9e9a587dc8c226b3e45d503d829134,critical,0.34647995233535767,"['critical', 'medium severity', 'high severity', 'moderate severity', 'low severity']","[0.34647995233535767, 0.25692018866539, 0.19438472390174866, 0.12834742665290833, 0.07386772334575653]",success
facebook_bart,LEFT RTR,58491c7248e848bf7c11906e419bac75,medium severity,0.2756790518760681,"['medium severity', 'moderate severity', 'critical', 'low severity', 'high severity']","[0.2756790518760681, 0.24307452142238617, 0.20485831797122955, 0.1432943046092987, 0.13309380412101746]",success
facebook_bart,IQ: MEDIUM COMPLEXITY ORTHOPEDIC SURGERY,5a8a761d78f908217a553b7819ca530c,moderate severity,0.41449347138404846,"['moderate severity', 'medium severity', 'low severity', 'critical', 'high severity']","[0.41449347138404846, 0.3361845910549164, 0.22148825228214264, 0.02361476793885231, 0.004218962974846363]",success
facebook_bart,"IQ: EXTRAPERITONEAL RADICAL LYMPHADENECTOMY VIA LAPAROSCOPIC, TOTAL PULMONARY LOBECTOMY BY THORACOSCOPY",135f38508c790a6018311de0ba64b381,high severity,0.43788090348243713,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.43788090348243713, 0.2807919383049011, 0.15255025029182434, 0.0673304945230484, 0.06144639477133751]",success
facebook_bart,NUSS BAR REMOVAL,973b0c143ad675059552c9379a0e8ed5,critical,0.39515969157218933,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.39515969157218933, 0.20207326114177704, 0.1751975417137146, 0.1423722505569458, 0.08519722521305084]",success
facebook_bart,CORRECTION HALLUX VALGUS AND HAMMER TOES RIGHT FOOT.,da095cc8a6703882a6d231ff84df854d,high severity,0.5433001518249512,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.5433001518249512, 0.33773332834243774, 0.063717320561409, 0.03051966056227684, 0.024729590862989426]",success
facebook_bart,COLOSTOMY CLOSURE,050557225c013099f1508afe25bb064d,critical,0.45889344811439514,"['critical', 'high severity', 'low severity', 'medium severity', 'moderate severity']","[0.45889344811439514, 0.22894448041915894, 0.11180080473423004, 0.10223700106143951, 0.09812427312135696]",success
facebook_bart,SALPINGO HYSTERECTOMY BY LAPAORSCOPY,90bc0a34be481f9759bb4d844d669c64,high severity,0.5782086253166199,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.5782086253166199, 0.2127598524093628, 0.089591383934021, 0.0616578571498394, 0.05778219923377037]",success
facebook_bart,TVT.,6faa66db736f6b3c4a8335b86056edc2,critical,0.2736313045024872,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.2736313045024872, 0.22913230955600739, 0.19781896471977234, 0.18012885749340057, 0.11928852647542953]",success
facebook_bart,RIGHT ACL RECONSTRUCTION.,4b61bbc1cb79dae552f28ee816546b8d,critical,0.4478222727775574,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.4478222727775574, 0.17481467127799988, 0.1650020182132721, 0.1355236917734146, 0.07683735340833664]",success
facebook_bart,MRM LEFT EMPTYING.,7c93382be6eb010e44bdc9e98e60f82d,moderate severity,0.43997472524642944,"['moderate severity', 'medium severity', 'high severity', 'critical', 'low severity']","[0.43997472524642944, 0.27610453963279724, 0.12833164632320404, 0.10265849530696869, 0.05293053016066551]",success
facebook_bart,INGUINAL HERNIORRHAPHY,96790ac712778df2fd8200723d536283,high severity,0.5683364272117615,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.5683364272117615, 0.18515796959400177, 0.11173902451992035, 0.06914607435464859, 0.06562042236328125]",success
facebook_bart,DIAGNOSTIC LAPAROSCOPY + EXCISION OF ENDOMETRIOSIS,e087ce51645c97cd3c6f992d63ffc7ee,critical,0.320818156003952,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.320818156003952, 0.3206820487976074, 0.17812414467334747, 0.10636851191520691, 0.07400709390640259]",success
facebook_bart,SCOLIOSIS CORRECTION,28b984e3d5cc9b1650fb18758aa383b4,critical,0.5237798690795898,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.5237798690795898, 0.17086707055568695, 0.12587949633598328, 0.10819516330957413, 0.07127835601568222]",success
facebook_bart,BRONCHOSCOPY PLUS BRONCHOALVEOLAR LAVAGE,479c508b05557db558f28999772807bd,high severity,0.4993690252304077,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.4993690252304077, 0.264004647731781, 0.12682059407234192, 0.06980510801076889, 0.04000061750411987]",success
facebook_bart,HYSTEROSCOPY.,1db1b7104d536c17f21cef5c864a1033,high severity,0.7894945740699768,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.7894945740699768, 0.08750627934932709, 0.05290894955396652, 0.04505285620689392, 0.02503741905093193]",success
facebook_bart,RO VENTILATORY TUBE,f9e9e2f0b83e30dc903be90d099d227b,critical,0.3419339656829834,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.3419339656829834, 0.19875434041023254, 0.18947787582874298, 0.15126869082450867, 0.11856508255004883]",success
facebook_bart,ULNAR NERVE DECOMPRESSION IN ELBOW,1b8e0ed8885be420c150eac7192357ec,low severity,0.47156354784965515,"['low severity', 'high severity', 'critical', 'medium severity', 'moderate severity']","[0.47156354784965515, 0.32273605465888977, 0.12107320129871368, 0.055848684161901474, 0.028778526932001114]",success
facebook_bart,LAPAROSCOPY HYSTERECTOMY,c4a5fad28f11c9fe6de9814ab967840e,high severity,0.8394440412521362,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.8394440412521362, 0.06774184852838516, 0.048611052334308624, 0.023259837180376053, 0.020943282172083855]",success
facebook_bart,RELEASE OF SUBLINGUAL FRENUM,0b389fd70ae3196ca9b6ba72576f669b,critical,0.40045028924942017,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.40045028924942017, 0.18867218494415283, 0.18506722152233124, 0.14906205236911774, 0.07674822211265564]",success
facebook_bart,CIRCUMCISION.,267f133bb4b9ec91051b47b2e9bc94b0,critical,0.6583189368247986,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.6583189368247986, 0.12025146931409836, 0.11326617747545242, 0.06406309455633163, 0.044100359082221985]",success
facebook_bart,PHACO + IOL,f85a90e4787168797cb0bb0909f637e1,high severity,0.3319096565246582,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.3319096565246582, 0.24383409321308136, 0.20729778707027435, 0.1367087960243225, 0.08024965226650238]",success
facebook_bart,"COLONOSOCPY, VDA ENDOSCOPY.",31fa8a2ed4bd9ba2f09d1e3ebf9fadab,critical,0.35512953996658325,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.35512953996658325, 0.29083186388015747, 0.20155298709869385, 0.07859230786561966, 0.07389330863952637]",success
facebook_bart,"TUMOR RESECTION IN VERTEBRAE BY POSTERIOR APPROACH, THORACOLUMBAR SPINE ARTHROSDESIS",a9c58a794a4e37aad556ad16b64d2fa5,high severity,0.42575591802597046,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.42575591802597046, 0.3184675872325897, 0.13893331587314606, 0.07130187749862671, 0.045541271567344666]",success
facebook_bart,OTS MATERIAL REMOVAL/OSES CURETATION,ba9c173fba1c8a8bf6705ac08fbbf0a0,critical,0.3726995587348938,"['critical', 'medium severity', 'high severity', 'moderate severity', 'low severity']","[0.3726995587348938, 0.19307149946689606, 0.17221398651599884, 0.15644851326942444, 0.10556647181510925]",success
facebook_bart,LAPAROSCOPIC HYSTERECTOMY,bf375a9bce3090c1b84fa6c66325d190,high severity,0.8682008981704712,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.8682008981704712, 0.08725473284721375, 0.021514859050512314, 0.015176931396126747, 0.007852545008063316]",success
facebook_bart,LIGAMENTORRHAPHIA,f89c2073277157c7fc254ec8538aae7a,high severity,0.3730333149433136,"['high severity', 'moderate severity', 'medium severity', 'critical', 'low severity']","[0.3730333149433136, 0.2796195447444916, 0.17903374135494232, 0.11728371679782867, 0.051029711961746216]",success
facebook_bart,TENOSUSPENSION,a5362d2d7cb87aa807b78208d8156bd4,high severity,0.6682702302932739,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.6682702302932739, 0.1437048763036728, 0.0853080302476883, 0.0568290576338768, 0.04588774964213371]",success
facebook_bart,RECONSTRUCTIVE SURGERY: MII OSTEOTOMIES/MUSCULOSTEOTENDINOUS TRANSFERS/TENOTOMIES,0f7aee37760ce14995793ba814d41518,critical,0.40480679273605347,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.40480679273605347, 0.19266197085380554, 0.17935283482074738, 0.1475467085838318, 0.07563164830207825]",success
facebook_bart,GYNECO-ONCOLOGICAL SURGERY,06c3edd4e3031379cfac9c45e3f1bfdb,critical,0.32894977927207947,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.32894977927207947, 0.21974928677082062, 0.19966547191143036, 0.1592874675989151, 0.09234804660081863]",success
facebook_bart,GANGLION RESECTION,5981d07389ad35d9f11985a9aaa9c365,critical,0.3680722415447235,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.3680722415447235, 0.20837220549583435, 0.19172710180282593, 0.12777408957481384, 0.10405442118644714]",success
facebook_bart,DX LAPAROSCOPY/DER HYDROCELECTOMY,0d8df3960ce724f33968a62a5707496d,critical,0.38214194774627686,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.38214194774627686, 0.18523754179477692, 0.16446150839328766, 0.14276951551437378, 0.12538951635360718]",success
facebook_bart,TUR PROSTATE,b77448238a379798b7a2ddf9daff0b31,high severity,0.356914222240448,"['high severity', 'medium severity', 'critical', 'low severity', 'moderate severity']","[0.356914222240448, 0.27466753125190735, 0.177824467420578, 0.09582176059484482, 0.09477198868989944]",success
facebook_bart,REMOVAL OF OST MATERIAL,252850c162c942aba0023eebe118c2f8,critical,0.2723773419857025,"['critical', 'medium severity', 'high severity', 'moderate severity', 'low severity']","[0.2723773419857025, 0.2423083782196045, 0.2193842977285385, 0.1820005476474762, 0.08392948657274246]",success
facebook_bart,REPAIR WITH BONE ANCHORAGE,617ace6bd44137ebc838e3ef6034f152,critical,0.42163950204849243,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.42163950204849243, 0.20030400156974792, 0.16649273037910461, 0.13388551771640778, 0.07767820358276367]",success
facebook_bart,SPHINTEROTOMY,3ed4eb971ab9e784bc8c8ff23dc1e7b2,high severity,0.41701987385749817,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.41701987385749817, 0.22218555212020874, 0.17021137475967407, 0.0988740473985672, 0.09170912206172943]",success
facebook_bart,AUDITORY EVOKED POTENTIAL,f0d568e96e2c63ef132a3c30004f3831,critical,0.5200236439704895,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.5200236439704895, 0.15876631438732147, 0.15661406517028809, 0.0891413763165474, 0.07545462250709534]",success
facebook_bart,LEFT HALLUX DISTAL BUNIONECTOMY,40c09c58d0df47fa01eda194a9ce6b2d,critical,0.307555615901947,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.307555615901947, 0.27984148263931274, 0.18087312579154968, 0.14784382283687592, 0.08388598263263702]",success
facebook_bart,OPEN REDUCTION AND OSTEOSYNTHESIS,4349c8e2776c0c66816ea400a26267e2,critical,0.45659857988357544,"['critical', 'moderate severity', 'medium severity', 'low severity', 'high severity']","[0.45659857988357544, 0.17588527500629425, 0.15436027944087982, 0.1293960064649582, 0.0837598443031311]",success
facebook_bart,"WASHING, DEBRIDEMENT, LEFT HAND FINGER FLAP",d6b6408f64b2cd7c9c7d2877459a3166,high severity,0.3541981279850006,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.3541981279850006, 0.3131256401538849, 0.15403075516223907, 0.10520637035369873, 0.07343907654285431]",success
facebook_bart,PHACO + IOL LE,885e6cf550fd9fc879de83b82588e231,high severity,0.29246798157691956,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.29246798157691956, 0.2647080719470978, 0.20389960706233978, 0.13878335058689117, 0.10014095902442932]",success
facebook_bart,FISTULOTOMY + COLLECTION DRAINAGE,06f8cea4923c92d53dc7ee2941c07c26,critical,0.31201598048210144,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.31201598048210144, 0.27411094307899475, 0.1882326900959015, 0.1408359408378601, 0.0848044753074646]",success
facebook_bart,ARTHROSCOPIC SHOULDER SURGERY.,13bd9543a9aa002a55cdc7642388d4ab,critical,0.39758625626564026,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.39758625626564026, 0.36760762333869934, 0.10479768365621567, 0.06845492124557495, 0.06155353784561157]",success
facebook_bart,IDIOPATHIC SCOLIOSIS CORRECTION REVIEW,cff6c9b5703fe65a5aaaba9402275a47,critical,0.39330166578292847,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.39330166578292847, 0.18933820724487305, 0.17563749849796295, 0.14928945899009705, 0.0924331471323967]",success
